EUR/USD,20090601 00:06:29.521,1.41033,1.4104
EUR/USD,20090601 00:06:29.760,1.41031,1.4104
EUR/USD,20090601 00:06:29.761,1.41031,1.41033
EUR/USD,20090601 00:06:29.764,1.41031,1.4104
EUR/USD,20090601 00:06:29.765,1.41031,1.41036
EUR/USD,20090601 00:06:29.777,1.41026,1.41029
EUR/USD,20090601 00:06:29.778,1.41026,1.4103
EUR/USD,20090601 00:06:29.859,1.4102,1.4103
EUR/USD,20090601 00:06:30.017,1.41028,1.4103
EUR/USD,20090601 00:06:30.018,1.41025,1.4103
EUR/USD,20090601 00:06:30.206,1.41027,1.4103
EUR/USD,20090601 00:06:31.261,1.4102,1.4103
EUR/USD,20090601 00:06:31.263,1.41023,1.4103
EUR/USD,20090601 00:06:31.267,1.41023,1.41029
EUR/USD,20090601 00:06:31.285,1.41023,1.4103
EUR/USD,20090601 00:06:33.022,1.41023,1.41029
EUR/USD,20090601 00:06:33.036,1.41023,1.4103
EUR/USD,20090601 00:06:33.980,1.41023,1.41029
EUR/USD,20090601 00:06:34.015,1.41021,1.41029
EUR/USD,20090601 00:06:34.026,1.41017,1.41029
EUR/USD,20090601 00:06:34.439,1.41017,1.41029
EUR/USD,20090601 00:06:34.953,1.41018,1.41029
EUR/USD,20090601 00:06:35.022,1.41017,1.41029
EUR/USD,20090601 00:06:35.465,1.41017,1.41029
EUR/USD,20090601 00:06:35.763,1.41022,1.41029
EUR/USD,20090601 00:06:35.771,1.41022,1.41029
EUR/USD,20090601 00:06:35.821,1.41022,1.41029
EUR/USD,20090601 00:06:37.509,1.41015,1.4103
EUR/USD,20090601 00:06:37.511,1.41017,1.4103
EUR/USD,20090601 00:06:37.560,1.41017,1.41029
EUR/USD,20090601 00:06:40.764,1.4102,1.41029
EUR/USD,20090601 00:06:40.775,1.41021,1.41029
EUR/USD,20090601 00:06:40.818,1.41021,1.4103
EUR/USD,20090601 00:06:43.518,1.41018,1.41029
EUR/USD,20090601 00:06:43.591,1.41015,1.41029
EUR/USD,20090601 00:06:46.760,1.4102,1.41029
EUR/USD,20090601 00:06:46.762,1.41023,1.41029
EUR/USD,20090601 00:06:46.766,1.41023,1.41029
EUR/USD,20090601 00:06:46.939,1.41023,1.41028
EUR/USD,20090601 00:06:47.318,1.41023,1.41029
EUR/USD,20090601 00:06:47.766,1.4102,1.41029
EUR/USD,20090601 00:06:47.780,1.41016,1.41029
EUR/USD,20090601 00:06:47.822,1.41015,1.41028
EUR/USD,20090601 00:06:47.945,1.41015,1.41026
EUR/USD,20090601 00:06:48.439,1.41015,1.41028
EUR/USD,20090601 00:06:48.944,1.41015,1.41029
EUR/USD,20090601 00:06:50.013,1.4102,1.41029
EUR/USD,20090601 00:06:51.440,1.4102,1.41027
EUR/USD,20090601 00:06:51.510,1.4102,1.41027
EUR/USD,20090601 00:06:51.761,1.4102,1.41026
EUR/USD,20090601 00:06:51.770,1.41013,1.41019
EUR/USD,20090601 00:06:51.815,1.4101,1.41019
EUR/USD,20090601 00:06:52.016,1.41013,1.41019
EUR/USD,20090601 00:06:52.017,1.4102,1.41026
EUR/USD,20090601 00:06:52.260,1.4102,1.41029
EUR/USD,20090601 00:06:52.267,1.41015,1.41029
EUR/USD,20090601 00:06:52.310,1.41015,1.41029
EUR/USD,20090601 00:06:53.013,1.41023,1.41029
EUR/USD,20090601 00:06:53.028,1.41023,1.41029
EUR/USD,20090601 00:06:53.072,1.41023,1.41029
EUR/USD,20090601 00:06:53.264,1.4102,1.41029
EUR/USD,20090601 00:06:53.279,1.41015,1.41029
EUR/USD,20090601 00:06:53.316,1.41015,1.41029
EUR/USD,20090601 00:06:53.450,1.41015,1.41028
EUR/USD,20090601 00:06:53.510,1.41023,1.41028
EUR/USD,20090601 00:06:53.511,1.4102,1.41028
EUR/USD,20090601 00:06:53.518,1.41021,1.41028
EUR/USD,20090601 00:06:53.520,1.4102,1.41028
EUR/USD,20090601 00:06:54.529,1.41017,1.41028
EUR/USD,20090601 00:06:57.087,1.41017,1.41029
EUR/USD,20090601 00:06:57.513,1.4102,1.41029
EUR/USD,20090601 00:06:57.518,1.41021,1.4103
EUR/USD,20090601 00:06:57.531,1.4102,1.4103
EUR/USD,20090601 00:06:57.768,1.41016,1.41029
EUR/USD,20090601 00:06:57.859,1.41015,1.41029
EUR/USD,20090601 00:06:58.014,1.41023,1.41028
EUR/USD,20090601 00:06:58.018,1.4102,1.41029
EUR/USD,20090601 00:06:58.020,1.41021,1.4103
EUR/USD,20090601 00:06:58.030,1.4102,1.4103
EUR/USD,20090601 00:06:58.031,1.4102,1.41029
EUR/USD,20090601 00:06:58.518,1.41017,1.41029
EUR/USD,20090601 00:06:59.810,1.41017,1.41027
EUR/USD,20090601 00:07:00.759,1.41012,1.41027
EUR/USD,20090601 00:07:00.783,1.41012,1.4102
EUR/USD,20090601 00:07:00.784,1.41012,1.41019
EUR/USD,20090601 00:07:03.012,1.41005,1.41019
EUR/USD,20090601 00:07:03.447,1.41009,1.41019
EUR/USD,20090601 00:07:03.513,1.41013,1.41019
EUR/USD,20090601 00:07:03.514,1.4101,1.41019
EUR/USD,20090601 00:07:09.258,1.41017,1.41019
EUR/USD,20090601 00:07:09.259,1.41015,1.41019
EUR/USD,20090601 00:07:09.265,1.41015,1.4102
EUR/USD,20090601 00:07:09.309,1.41015,1.41027
EUR/USD,20090601 00:07:09.439,1.41015,1.41026
EUR/USD,20090601 00:07:10.808,1.41015,1.41028
EUR/USD,20090601 00:07:11.403,1.41015,1.41027
EUR/USD,20090601 00:07:13.518,1.41015,1.41028
EUR/USD,20090601 00:07:14.340,1.41015,1.41027
EUR/USD,20090601 00:07:17.761,1.4101,1.41027
EUR/USD,20090601 00:07:17.762,1.4101,1.41016
EUR/USD,20090601 00:07:17.789,1.41009,1.41009
EUR/USD,20090601 00:07:17.830,1.41001,1.41009
EUR/USD,20090601 00:07:17.975,1.41003,1.41009
EUR/USD,20090601 00:07:18.191,1.41002,1.41009
EUR/USD,20090601 00:07:18.261,1.41005,1.41009
EUR/USD,20090601 00:07:18.269,1.41005,1.41014
EUR/USD,20090601 00:07:18.293,1.41008,1.41013
EUR/USD,20090601 00:07:18.294,1.41008,1.41014
EUR/USD,20090601 00:07:18.295,1.41007,1.41014
EUR/USD,20090601 00:07:18.305,1.41007,1.41018
EUR/USD,20090601 00:07:18.513,1.41012,1.41019
EUR/USD,20090601 00:07:18.760,1.41015,1.41019
EUR/USD,20090601 00:07:18.761,1.41017,1.41019
EUR/USD,20090601 00:07:18.768,1.41017,1.4102
EUR/USD,20090601 00:07:18.832,1.41017,1.41026
EUR/USD,20090601 00:07:19.447,1.41017,1.41025
EUR/USD,20090601 00:07:19.585,1.41017,1.41026
EUR/USD,20090601 00:07:20.017,1.4101,1.41026
EUR/USD,20090601 00:07:20.054,1.4101,1.4102
EUR/USD,20090601 00:07:20.055,1.4101,1.41019
EUR/USD,20090601 00:07:20.269,1.4101,1.4102
EUR/USD,20090601 00:07:20.272,1.4101,1.41019
EUR/USD,20090601 00:07:21.038,1.4101,1.4102
EUR/USD,20090601 00:07:21.045,1.4101,1.41019
EUR/USD,20090601 00:07:21.267,1.4101,1.4102
EUR/USD,20090601 00:07:21.271,1.4101,1.41019
EUR/USD,20090601 00:07:21.692,1.4101,1.4102
EUR/USD,20090601 00:07:22.014,1.41017,1.4102
EUR/USD,20090601 00:07:22.015,1.41015,1.4102
EUR/USD,20090601 00:07:22.033,1.41015,1.41024
EUR/USD,20090601 00:07:22.455,1.41015,1.41025
EUR/USD,20090601 00:07:27.072,1.41015,1.41026
EUR/USD,20090601 00:07:27.952,1.41015,1.41024
EUR/USD,20090601 00:07:31.513,1.41013,1.41024
EUR/USD,20090601 00:07:31.514,1.4101,1.41024
EUR/USD,20090601 00:07:31.526,1.4101,1.41019
EUR/USD,20090601 00:07:33.758,1.41017,1.41019
EUR/USD,20090601 00:07:33.760,1.41015,1.41019
EUR/USD,20090601 00:07:33.776,1.41015,1.41019
EUR/USD,20090601 00:07:33.806,1.41015,1.41025
EUR/USD,20090601 00:07:33.959,1.41015,1.41023
EUR/USD,20090601 00:07:34.046,1.41015,1.41025
EUR/USD,20090601 00:07:35.259,1.41023,1.41025
EUR/USD,20090601 00:07:35.261,1.4102,1.41025
EUR/USD,20090601 00:07:35.275,1.41021,1.41025
EUR/USD,20090601 00:07:35.277,1.4102,1.41025
EUR/USD,20090601 00:07:35.312,1.4102,1.41028
EUR/USD,20090601 00:07:35.774,1.41015,1.41028
EUR/USD,20090601 00:07:35.812,1.41015,1.41026
EUR/USD,20090601 00:07:35.864,1.41017,1.41026
EUR/USD,20090601 00:07:36.734,1.41017,1.41027
EUR/USD,20090601 00:07:37.758,1.41023,1.41027
EUR/USD,20090601 00:07:37.759,1.4102,1.41027
EUR/USD,20090601 00:07:37.815,1.4102,1.41029
EUR/USD,20090601 00:07:38.014,1.4102,1.41029
EUR/USD,20090601 00:07:38.025,1.41015,1.41029
EUR/USD,20090601 00:07:38.029,1.41015,1.4102
EUR/USD,20090601 00:07:38.030,1.41015,1.41019
EUR/USD,20090601 00:07:38.080,1.4101,1.41019
EUR/USD,20090601 00:07:38.081,1.4101,1.41029
EUR/USD,20090601 00:07:38.263,1.41015,1.41026
EUR/USD,20090601 00:07:38.264,1.41015,1.41029
EUR/USD,20090601 00:07:38.282,1.41017,1.41029
